	-235.075	-233.08	-231.085	-229.09	-227.095	-225.1	-223.104	-221.109	-219.114	-217.119	-215.124	-213.129	-211.133	-209.138	-207.143	-205.148	-203.153	-201.158	-199.163	-197.167	-195.172	-193.177	-191.182	-189.187	-187.192	-185.196	-183.201	-181.206	-179.211	-177.216	-175.221	-173.225	-171.23	-169.235	-167.24	-165.245	-163.25	-161.254	-159.259	-157.264	-155.269	-153.274	-151.279	-149.283	-147.288	-145.293	-143.298	-141.303	-139.308	-137.312	-135.317	-133.322	-131.327	-129.332	-127.337	-125.341	-123.346	-121.351	-119.356	-117.361	-115.366	-113.37	-111.375	-109.38	-107.385	-105.39	-103.395	-101.4	-99.4044	-97.4092	-95.414	-93.4189	-91.4237	-89.4285	-87.4334	-85.4382	-83.443	-81.4479	-79.4527	-77.4576	-75.4624	-73.4672	-71.4721	-69.4769	-67.4817	-65.4866	-63.4914	-61.4963	-59.5011	-57.5059	-55.5108	-53.5156	-51.5204	-49.5253	-47.5301	-45.5349	-43.5398	-41.5446	-39.5495	-37.5543	-35.5591	-33.564	-31.5688	-29.5736	-27.5785	-25.5833	-23.5882	-21.593	-19.5978	-17.6027	-15.6075	-13.6123	-11.6172	-9.62201	-7.62685	-5.63169	-3.63652	-1.64136	0.353804	2.34897	4.34413	6.33929	8.33446	10.3296	12.3248	14.3199	16.3151	18.3103	20.3054	22.3006	24.2958	26.2909	28.2861	30.2813	32.2764	34.2716	36.2667	38.2619	40.2571	42.2522	44.2474	46.2426	48.2377	50.2329	52.228	54.2232	56.2184	58.2135	60.2087	62.2039	64.199	66.1942	68.1893	70.1845	72.1797	74.1748	76.17	78.1652	80.1603	82.1555	84.1507	86.1458	88.141	90.1361	92.1313	94.1265	96.1216	98.1168	100.112	102.107	104.102	106.097	108.093	110.088	112.083	114.078	116.073	118.068	120.064	122.059	124.054	126.049	128.044	130.039	132.035	134.03	136.025	138.02	140.015	142.01	144.006	146.001	147.996	149.991	151.986	153.981	155.977	157.972	159.967
-318.85	0.302896	0.447302	0	0.260257	0	0	0.0623995	0	0.364906	0.308482	0.768144	0	0	0	0.527152	0.382855	0	0.220906	0.343263	0.371358	0.116835	0.555312	0	0	0.0133157	0.21189	0.210154	0.743891	0.608649	0.453778	0.316105	0.426973	0.376302	0.826131	0.102193	0.595783	0.554633	0.976881	1.39964	0.845981	0.753026	0.222253	0	0	0.953489	1.19589	1.85104	1.19154	1.51232	1.64774	0.536341	1.10128	1.18325	0.873064	0.441027	0.723209	0.385827	0.39315	0	0.379302	0.0449115	0.227065	0.243326	0.518088	0.879144	4.94432	2.1961	6.21135	18.5099	9.99991	14.6754	5.95106	6.61295	0.796881	0.468973	0.267901	0	0.0708581	0	0.145029	0.0963988	0	0.154994	0.150445	0	0	0	0.0311072	0.4432	0.168685	0.225109	0	0	0.0533735	0.396865	0	0	0.284237	0.122016	0.374943	0	0.145816	0	0	0	0	0	0.224661	0.0902057	0.208206	0	0	0.484336	2.78815	1.87211	2.15069	2.12467	1.05089	0.637435	0.330877	0.281278	0.361246	0	0	0.0900544	0	0.00109468	1.03468	19.3809	72.4547	76.2294	69.67	66.844	68.2963	78.3961	75.9721	74.2643	59.2023	64.3484	66.1978	62.4982	52.3993	44.809	35.2487	40.8237	35.9287	12.5585	1.54911	0	0.376445	0.350517	0	0.856374	0.00230906	0.409847	0	0.105172	0	0.243388	0	0.334477	0.289182	0.426059	0.322282	1.99314	0.487326	0	0	0	0.0158936	0	0.221975	0.266321	0.385839	2.42319	5.31589	8.31782	17.7748	34.5748	56.9105	74.3615	73.7445	71.2895	72.034	71.2066	68.05	64.7236	67.1181	69.2347	68.9147	62.91	66.2802	64.8769	65.5293	66.394	63.4654	61.2035	57.3243	57.204
-316.851	0.58846	0.338138	0.387908	0.444707	0.2978	0	0.215535	0	0.410465	0.663044	0.234358	0.126523	0	0	0.0149867	0.69784	1.05696	0.683258	0.0530747	0	0.288174	0.312815	0.354889	0.0555617	0.0663572	0	0.0403106	0.399104	0.176284	0.462312	0.659488	0	0.698451	0	0.0592722	0.131151	0	0.0157368	0.487873	1.00455	1.54259	0.104857	0.425894	1.30735	0.179952	1.23865	1.66555	1.61371	1.59005	0.825083	1.06374	0.701598	0.890958	0.146235	0.032898	0.47305	0.986863	1.23009	0.279573	0	0.141032	0.676778	0.785009	0.19502	0	2.32489	8.68526	18.9308	20.014	22.845	21.5612	6.37837	6.96628	1.67316	0	0.948592	0.170348	0.189944	0	0	0	0.386531	0.181071	0	0	0	0	0.419055	0.317784	0.998203	0	0.0556439	0.0945067	0.258203	0.277552	0	0	0.00416061	0.083936	0	0	0.0164667	0	0	0	0	0	0.496567	0.461872	0	0	0.219713	1.35822	6.84379	9.20519	5.56998	3.24883	1.75842	1.41771	0.689723	0.435483	0.134292	0.153364	0.10513	0.0160953	0	0	0.293232	1.48661	19.8823	72.2148	76.7604	71.2652	71.0218	51.1387	57.72	79.945	68.9381	64.2793	66.3256	60.202	56.1895	41.2166	37.9727	40.4035	37.7759	5.29831	0.526777	0.214567	0.361675	0.808539	0	0.0173116	0.265222	0	0	0.501032	0.185932	0	0.440674	0.758557	0.753942	0.0175415	0.955917	0.400775	0.342832	0.0980183	0.305882	0.237102	0.0840476	0	0.0463618	0.1469	0.226298	4.03599	8.14203	14.8569	28.6008	49.8297	75.4896	77.8932	75.0119	74.2417	67.0348	69.9036	69.3448	68.2603	66.312	71.8232	66.983	66.408	71.4162	68.2651	65.5664	67.447	68.4717	64.1526	62.9136	60.513
-314.852	0.331954	0.403865	0	0.253524	0	0.15428	0.117159	0	0.582949	0.209251	0.609318	0.305129	0.182957	0	0	0	0.982462	0.647133	0	0	0	0.466267	0	0.0170721	0	0.363035	0.035949	0.0996066	0.452191	1.0075	0.518896	0.992525	0.091054	0.0337488	0	0.226613	0.12845	0.15435	0	0.49283	0.247274	0.529991	0.407781	0.926212	0.797219	0.900752	0.913958	1.10236	1.73899	0.856661	0.315304	0.616397	0.354112	0.357953	0.533969	0.631501	0.451493	0.513918	0.241496	0.0661548	0	0.493175	0.145287	0	0.750274	1.89807	6.7172	18.4049	18.3232	31.4769	26.7572	8.4182	10.0267	2.53394	0.607551	0.439437	0	0.554633	0.208008	0	0.144271	0.0677767	0.257252	0	0.156995	0.361658	0	0.197071	2.20667	1.4369	0	0	0.168143	0.0133665	0.0781226	0.103997	0.207878	0.0413794	0.00685505	0.129017	0	0	0	0	0	0	0	0	0.366352	0.0623781	0.658173	1.73072	3.29464	6.16368	18.71	19.5565	10.8056	7.62429	3.15194	1.28603	0.726849	0.294344	0.0847322	0.126248	0.210698	0.0165174	0.236169	0	0	0.745669	13.5231	55.2622	72.1982	81.2287	52.2798	26.3361	62.2778	70.7146	66.9506	61.1429	57.7579	47.0721	36.0551	37.139	34.7331	31.5855	6.09384	3.2971	0.820723	0	0.356026	0.852209	0.10114	0	0.336026	0.486755	0.476424	0.706039	0	0.147983	0.856064	0	0.770839	0	0.33264	0.105452	0.244478	0	0.171582	0	0	0	0.0175746	0.811331	3.16256	9.81945	19.5543	41.8788	61.4376	76.9463	73.9009	72.1099	71.7644	70.5571	68.7005	69.2104	65.5831	67.5886	67.1019	69.3128	66.644	66.7322	68.2655	71.0378	69.3458	66.859	66.7066	65.8444	65.639
-312.852	0.0317702	0	0.225997	0.0236481	0.18031	0	0.0532671	0.00903982	0.640976	1.23358	0.340788	0.341629	0.0447122	0	0.926499	1.1574	0.808883	0.63714	0.247421	0.0806829	0	0	0.0938972	0	0	0.0916184	0.318964	0.162708	0.409449	0.223167	0.196483	0.477561	0	0.340417	0	0.234629	0	0.350521	0.190012	0.106813	0.182176	0.338387	0.211847	0.287792	0.176577	0.489642	0.723636	0.433471	0.39878	0.380113	0.567579	0	0.182875	0.454365	0.623769	0.462878	1.23714	0.584486	0.48233	0.321894	0.102047	0.527978	0	0	0	1.21052	7.1073	8.35835	2.96218	31.4269	22.5689	4.12586	15.1517	1.71812	0.879808	1.02954	0.210909	0.0519199	0.703681	0	0.330091	0	0.295137	0	0	0.257501	0.620591	0.590709	1.08603	0.716175	0	0.0304296	0.473065	0.226619	0.179671	0.127095	0.0876331	0.0615162	0	0	0	0	0	0	0	0.0878702	0	0	0.0594526	0.465448	3.2875	3.39893	8.91978	23.1113	32.1647	45.6736	43.0675	19.5062	9.77871	4.36331	1.23891	0.703229	0.771476	0.250992	0.0364355	0.142912	0.429992	0.0440102	0.105524	0	0.240233	1.25749	11.3031	63.8049	60.1496	15.5707	45.1308	64.5749	71.0453	62.6854	56.0408	49.1483	42.2292	36.3083	28.708	29.6316	40.2751	12.4166	3.51821	2.19739	0.873744	0.288745	0	0.338625	0.391684	0.813329	0.214181	0.599361	0	0	0.474284	0	0.77172	0.183973	0.148321	0.169342	0	0.267256	0	0.421181	0	0	0	0.603027	2.63441	8.08174	19.347	48.7351	76.1993	77.2531	75.05	72.988	71.1583	68.0142	68.6829	67.8082	68.2865	67.9116	68.0534	68.3763	65.6432	68.8097	71.7617	70.0842	71.4561	69.9488	71.5033	69.3018	64.6211
-310.853	0.0163813	0	0.247743	0.190374	0.165273	0.478898	0.0992956	0.725861	0.173001	0.568231	0.278326	0.150351	0.426045	0	0	0.62704	0.715033	0.869287	0.523746	0	0.059352	0.506774	0.181198	0.0372313	0	0	0.609543	0.539538	0.149848	0	0.513361	0.205047	0.226712	0.186654	0.0795099	0.020171	0	0	0.482475	0.226972	0	0	0.0876071	0.370986	0.252597	0.646425	0.279263	0	0.369703	0.0454344	0	0.206532	0.175561	0.34421	1.05911	1.67196	1.03067	0.324804	0.130274	0.591522	0.635671	0.391269	0.0351578	0.0705897	0	0	0.397661	0	1.02671	2.80913	6.10286	1.75368	3.2251	0	0.471547	0.626198	0	0.581745	0.20715	0.230613	0.00060788	0.255216	0.258082	0.177714	0	0	0.543577	0.439664	0.147277	0	0.613964	0.489468	0.361998	0	0.160747	0.135005	0	0	0	0	0	0	0.156682	0.14616	0	0	0	0	0.263235	3.86564	8.26613	49.9432	72.4465	54.6644	76.9273	77.5001	75.4986	33.9014	25.2708	15.5187	6.93616	3.00523	2.38133	1.56225	0.297141	0.157266	0.0260827	0.00454962	0.0490065	0.134333	0	0	0.176528	0.910702	9.35838	21.7537	26.8327	35.4182	66.456	63.0813	51.162	54.5987	44.1104	29.2745	23.7808	30.8582	52.4742	55.5994	24.2857	4.48783	0	0.726389	0.128837	0.346717	0.62558	0.362457	0.811079	0	0	0	0.117992	0	1.97814	0.460453	0	0	0.267389	0	0.375917	0.972323	1.31867	1.87318	0.618571	0.556483	2.56778	6.33854	14.2364	43.3031	76.5705	78.1133	72.2478	73.2357	71.8695	66.8647	67.7927	65.7449	66.4885	66.2467	63.3281	64.5447	65.2797	66.3555	67.3925	70.8655	69.6376	71.66	73.0195	68.5116	68.0034
-308.853	0.243011	0	0	0	0	0	0	0.770088	0.183944	0.0476926	0.0356369	0.647224	0.613321	0	0.552917	0.474849	0.709832	0.240372	0.406292	0.672703	0.125445	0	0.240077	0.314769	0.528354	0.402528	0.00815108	1.06842	0.212267	1.51992	0.117833	0.0214313	0.0687688	0.530425	0.0483536	0	0	0	0.117353	0.429549	0	0.110489	0.0669773	0	0.0969155	0.272232	0.326593	0.097569	0.561833	0	0.505496	0.134992	0.222632	0.176903	1.15995	1.57751	1.76691	0.657282	0.275425	0	0.371942	0.221963	0.401434	0	0.27551	0	0.0942576	0.113859	2.0752	2.43197	1.12444	0.0678522	0	0.666414	0.0263358	0	0.0849932	0.241549	0.0384898	0.060322	0.0646026	0.290225	0.355502	0	0	0	0	0	0	0.0242761	0.29474	0.36674	0.631886	0.40767	0.0450256	0.251601	0.747429	0	0	0.17581	0	0.316139	0.0410012	0	0	0.0863677	0.0568082	1.2168	3.11076	7.55447	47.4771	64.5686	77.9855	78.9018	77.4207	77.7692	75.3945	60.8905	44.0734	36.7372	27.6502	13.6529	5.50585	3.76596	3.58869	0.468569	0	0.153244	0.182218	0	0.00828958	0	0.20694	0	0.321896	1.74191	4.22302	14.0822	58.6739	66.8651	47.8725	61.7533	41.2142	29.9768	23.4161	11.2032	15.2384	40.5528	50.4056	44.8333	22.2504	2.52591	0.166572	0.322012	0.53362	0.116754	0.328978	0.512321	0	0.805465	0.228843	0.470791	1.0143	0	0	0	0	0.403452	1.34233	2.4153	6.12703	5.59575	2.64619	1.07803	2.08317	5.15251	14.4029	38.5967	76.874	74.8495	72.12	69.7474	68.9077	68.8431	64.3389	68.606	65.9499	61.2332	61.485	62.5965	68.3167	65.0591	69.9082	71.3971	69.9553	72.5	70.2191	70.5245	68.7098
-306.854	0	0	0	0	0.293073	0.215297	0.422756	0.496753	0.532646	0	0.0153545	0.588024	0.138998	0	0	0.381571	0.531366	0	0.607516	0.146436	0.728676	0	0	0	0.342365	0.241081	0.852643	0	0.568844	0.55562	0.285473	0.161331	0	0.0136189	0.285834	0	0.149741	0	0	0.051538	0	0.122406	0	0.0813345	0.0328412	0.00250616	0.0685102	0.29789	0	0.0859677	0.665637	0.385349	0.143353	0.426256	1.70027	0.70148	0	0.826693	0	0.164657	0.581433	0.264646	0	0	0.202382	0.115024	0.0582448	0	3.37613	3.36139	0.349263	0.386745	0.0695714	0.306621	0.130442	0.225185	0	0.00366442	0.0819396	0.0308681	0.373441	0.289257	0.176417	0	0.0731019	0	0.088612	0.555952	0	0	0.571755	0.669576	0.251255	1.07658	1.61474	6.19001	7.25873	5.41668	2.5495	0.384337	0.667485	2.50473	3.47208	0.138986	0	0	0.887638	3.15288	6.23779	32.1107	63.8871	73.8011	78.9392	76.0832	74.4887	77.2112	73.6975	67.4786	71.3985	66.424	48.1525	30.4303	24.2888	18.4105	11.0156	3.86741	1.31579	0.275932	0.407372	0.132257	0.0919288	0	0.168771	0	0.312494	0	3.23772	21.3518	34.1899	47.3434	49.4902	58.6237	59.4405	58.5921	8.32457	14.8582	14.0304	30.0557	50.2503	63.0078	63.3453	39.1995	2.30994	0.349757	0.0437823	0.721394	0.126027	0	0	0.497719	0.288013	0	0.00125213	0	0	0.371036	0.531457	0.610834	1.89138	4.22662	9.36	10.9097	6.07304	1.55177	1.56033	4.95483	13.2425	27.7779	66.7703	75.0894	72.1225	72.1578	68.903	67.9379	65.642	69.8057	67.8563	61.4305	59.9186	60.661	63.0752	64.9508	66.2653	70.1211	69.4912	66.6196	68.6406	67.7157	65.1302
-304.854	0.145932	0	0.346416	0.201554	0.0447684	0.181422	0.280343	0.11851	0.288312	0.779477	0.631758	0.792862	0.604193	0.27941	0.436955	0.387516	0.0103504	0	0	0.334455	0.345684	0.281611	0	0.530147	0.166768	0	0.154632	0.0207597	0.0954416	0.375522	0.296593	0	0.102336	0.392302	0	0	0.332416	0.105278	0.327727	0.0362816	0	0	0.180578	0.0999944	0.0935645	0	0.0697385	0.42776	0.179151	0.887351	0.457986	0	0.208268	0.443907	0.819566	1.60602	0.45729	0.74642	0	0.373261	0.861104	0.569375	0	0	0	0.4623	0.234398	0.0295823	2.04639	1.31062	0.17566	0.01412	0.301916	0.462467	0	0	0.202537	0.192757	0.169704	0.0534396	0.291054	0.56036	0.173998	0	0	0	0.420551	0.982596	0.140055	0	0	0.0624384	0	0.251375	2.66003	1.66424	2.58101	3.55465	5.24869	3.8477	0	0	2.40094	1.13484	0	0	1.61182	3.95577	13.0808	50.9378	77.0468	78.0357	76.7544	73.3239	74.936	73.2646	74.3922	73.1161	76.1245	73.0264	68.4562	60.1491	41.0846	33.8656	38.7323	36.265	8.53007	1.52931	0.557406	0.537362	0.217446	0	0.0911828	0.183241	0.121917	0	11.7998	12.1344	15.8611	43.4322	42.2484	47.1959	59.8123	61.8075	15.8604	18.4596	14.2369	25.7837	54.4387	59.5712	55.0239	46.0788	20.7971	0.605504	2.55112	0.951465	0	0	0.251793	0	0	0.628473	0.380362	0.231089	0.47901	0.502496	0.909265	1.59148	2.14672	6.62937	14.6911	20.8399	12.3428	3.58448	0.322239	3.51443	7.85862	22.193	60.1225	74.6257	74.433	70.688	70.8714	67.274	65.6841	66.7814	62.5725	58.0309	57.5383	60.4094	64.0982	67.0129	64.4459	67.6088	69.8701	68.0453	67.5493	67.0016	65.2549
-302.855	0.461233	0	0.0981823	0.0524532	0	0	0	0.0846432	0.735023	1.50872	0.0500424	0.75357	0.578137	0.0457374	0.137759	0.2638	0.0253177	0.211255	0.0939154	0.369836	0.00906536	0.378623	0.779831	0.195098	0	0.0573367	0.142906	0	0.0954794	0.707018	0.14066	0	0.3794	0.381843	0.300539	0	0	0.119189	0	0	0.232854	0	0	0.2568	0	0.123938	0	0.455966	0.11333	0.633673	0	0	0.00564096	0.804888	2.03753	0	1.14519	0.769035	0.455673	0.157299	0.443777	0	0	0	0.213448	0.652103	0.316014	0	0.0932494	0.347726	0	0	0.146022	0.334688	0	0	0	0	0.190168	0	0	0.654286	0.138129	0	0.634106	0	0.417053	0.963127	0	0.26745	0.301629	0.0970665	0	0	0	0.238711	0.998269	1.0832	1.81824	0	0	0.200913	0.0905304	0	0.518322	0.491195	2.1745	9.78511	28.0824	63.5239	72.6681	74.1199	74.2498	75.2532	76.0031	73.3207	76.9388	74.3977	72.922	74.2838	71.1216	71.1358	65.4996	57.9906	70.4607	61.4715	36.1107	6.16094	2.37846	0.251126	0.387349	0.310465	0.227201	0.103744	0	1.15532	5.86733	7.83585	6.59859	33.2931	29.246	33.6237	39.3929	36.3996	21.4563	14.8387	15.3136	28.9702	50.8101	61.0345	59.0753	54.9874	22.4172	1.24452	1.61876	0.201134	0.991506	0.699049	0	1.11732	0.153361	0.371615	0.427477	0.442724	0.577999	0.655585	1.18032	1.53293	3.21483	8.15138	20.5112	31.1728	19.546	8.08671	1.33718	3.80485	9.49305	22.6696	44.0598	74.0747	73.9217	70.3384	66.9497	66.3198	62.5957	64.3894	59.9948	50.8051	52.1375	61.0211	60.4148	60.9544	65.8999	64.9636	68.8902	68.5224	66.0508	64.1505	59.2184
